Date,Symbol,Company Name,DealId,Employees,Total Offering Expense,Shareholder Shares Offered,Shares Outstanding,Lockup Period (days),Quiet Period (days),CIK,Exchange,Exchange Group,Price,Shares,filing,price offer,close price
6/8/01,USPI,UNITED SURGICAL PARTNERS INTERNATIONAL INC,83205-12228,2100,"$2,477,337.00 ",--,"22,964,621",180,25,1101723,NASDAQ National Market,NASDAQ,14,"9,000,000",S1,14,18.12
3/21/00,CALD,SCO GROUP INC,70795-3167,122,"$2,000,000.00 ",--,"38,217,344",180,27,1102542,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,17.37
7/19/00,SPRT,"support.com, Inc.",73366-2225,142,"$1,200,000.00 ",--,"33,415,108",180,26,1104855,NASDAQ National Market,NASDAQ,14,"4,250,000",S1,14,32.625
6/18/04,BBBB,BLACKBOARD INC,95918-38140,464,"$2,000,000.00 ","1,850,000","25,168,917",180,25,1106942,NASDAQ National Market,NASDAQ,14,"5,500,000",S1,14,20.01
7/28/00,WEBX,WEBEX COMMUNICATIONS INC,74791-2422,293,"$1,950,000.00 ",--,"36,125,075",180,25,1109935,NASDAQ National Market,NASDAQ,14,"3,500,000",S1,14,33.0625
10/5/00,KOSN,KOSAN BIOSCIENCES INC,74795-2423,62,"$1,250,000.00 ",--,"23,844,539",180,25,1110206,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,14
8/4/05,ESCH,ESCHELON TELECOM INC,75321-44488,1130,"$2,184,277.00 ",--,"14,622,540",180,25,1110507,NASDAQ National Market,NASDAQ,14,"5,357,143",S1,14,13.15
7/21/00,CRIO,CORIO INC,75494-2560,456,"$1,700,000.00 ",--,"48,141,807",180,25,1111001,NASDAQ National Market,NASDAQ,14,"10,000,000",S1,14,19.6875
7/17/03,IVII,INTERVIDEO INC,94853-32552,218,"$1,650,000.00 ",--,"12,397,139",180,25,1114084,NASDAQ National Market,NASDAQ,14,"2,800,000",S1,14,18.69
7/21/16,PI,IMPINJ INC,164589-81026,208,"$2,682,067.00 ",--,"17,810,000",180,40,1114995,NASDAQ National Market,NASDAQ,14,"4,800,000",S1,14,17.97
10/8/03,ACUS,ACUSPHERE INC,90276-34387,55,"$1,500,000.00 ",--,"14,270,797",180,26,1115143,NASDAQ National Market,NASDAQ,14,"3,750,000",S1,14,14.03
4/11/13,CMRX,CHIMERIX INC,376315-71959,46,"$2,400,000.00 ",--,"24,410,085",180,40,1117480,NASDAQ National Market,NASDAQ,14,"7,320,000",S1,14,18.79
10/17/00,ENWV,ENDWAVE CORP,77507-4034,448,"$2,100,000.00 ",--,"32,543,266",180,27,1118941,NASDAQ National Market,NASDAQ,14,"6,000,000",S1,14,14.0625
11/10/06,MBLX,"YIELD10 BIOSCIENCE, INC.",109383-50733,49,"$2,300,000.00 ",--,"19,394,430",180,25,1121702,NASDAQ National Market,NASDAQ,14,"6,800,000",S1,14,15.52
12/8/00,GRMN,GARMIN LTD,79286-7177,1212,"$1,100,000.00 ","2,625,000","107,875,000",180,25,1121788,NASDAQ National Market,NASDAQ,14,"10,500,000",S1,14,20
7/31/03,NTGR,"NETGEAR, INC.",79265-33328,178,"$2,200,000.00 ",--,"27,228,480",180,25,1122904,NASDAQ National Market,NASDAQ,14,"7,000,000",S1,14,17.69
2/6/01,ATPG,ATP OIL & GAS CORP,79515-7753,28,"$1,000,000.00 ",--,"21,785,714",180,27,1123647,NASDAQ National Market,NASDAQ,14,"6,000,000",S1,14,14
1/31/01,EXAS,EXACT SCIENCES CORP,80522-11043,44,"$1,000,000.00 ",--,"18,685,590",180,26,1124140,NASDAQ National Market,NASDAQ,14,"4,000,000",S1,14,14.75
3/9/01,EAC,ENCORE ACQUISITION CO,80009-10817,82,"$1,380,000.00 ",--,"30,030,000",180,25,1125057,NYSE,NYSE,14,"7,150,000",S1,14,14.55
6/16/04,LDIS,LEADIS TECHNOLOGY INC,378320-38494,67,"$1,500,000.00 ",--,"27,415,082",180,26,1130626,NASDAQ National Market,NASDAQ,14,"6,000,000",S1,14,13.1
11/22/05,UDRL,UNION DRILLING INC,89011-45947,1200,"$2,537,500.00 ","4,411,765","21,166,109",180,27,1133260,NASDAQ National Market,NASDAQ,14,"8,823,530",S1,14,14.41
9/29/05,TLEO,TALEO CORP,175850-38693,516,"$3,200,000.00 ","1,340,000","21,828,330",180,25,1134203,NASDAQ National Market,NASDAQ,14,"6,700,000",S1,14,13.6
2/12/04,ATHR,ATHEROS COMMUNICATIONS INC,145226-36660,184,"$1,565,000.00 ",--,"45,451,734",180,25,1140486,NASDAQ National Market,NASDAQ,14,"9,000,000",S1,14,17.6
12/7/01,LWSN,"LAWSON SOFTWARE AMERICAS, INC",87544-13916,2150,"$2,250,000.00 ","325,000","90,940,018",180,25,1141517,NASDAQ National Market,NASDAQ,14,"14,000,000",S1,14,15.82
11/24/03,NXST,"NEXSTAR MEDIA GROUP, INC.",87417-29332,1307,"$4,500,000.00 ",--,"24,792,293",180,25,1142417,NASDAQ National Market,NASDAQ,14,"10,000,000",S1,14,13.25
11/12/02,SINT,Serco Services Inc.,97063-29544,1200,"$2,000,000.00 ","500,000","8,439,741",180,27,1143363,NASDAQ National Market,NASDAQ,14,"4,350,000",S1,14,14
3/31/04,CUTR,CUTERA INC,94568-37298,112,"$1,700,000.00 ","432,000","10,088,114",180,26,1162461,NASDAQ National Market,NASDAQ,14,"3,532,000",S1,14,14
8/12/04,EUBK,EUROBANCSHARES INC,121633-39492,367,"$1,025,000.00 ","444,988","18,982,930",180,25,1164554,NASDAQ National Market,NASDAQ,14,"3,894,988",S1,14,15.9
11/25/03,PNCL,PINNACLE AIRLINES CORP,99353-26759,2438,"$2,900,000.00 ","19,400,000","21,892,060",180,27,1166291,NASDAQ National Market,NASDAQ,14,"19,400,000",S1,14,14.05
3/22/06,NEXT,NEXTEST SYSTEMS CORP,98878-47582,179,"$1,185,000.00 ","1,400,000","16,886,928",180,26,1167896,NASDAQ National Market,NASDAQ,14,"5,400,000",S1,14,17.1
5/23/13,ECOM,CHANNELADVISOR CORP,103169-72248,432,"$3,900,000.00 ",--,"20,471,561",180,40,1169652,NYSE,NYSE,14,"5,750,000",S1,14,18.44
5/6/15,HTGM,"HTG MOLECULAR DIAGNOSTICS, INC",104854-77345,77,"$2,100,000.00 ",--,"6,735,965",180,40,1169987,NASDAQ National Market,NASDAQ,14,"3,570,000",S1,14,13.77
3/21/13,ENTA,ENANTA PHARMACEUTICALS INC,373767-71127,39,"$3,940,000.00 ",--,"16,836,561",180,40,1177648,NASDAQ National Market,NASDAQ,14,"4,000,000",S1,14,17.18
12/16/04,HLF,HERBALIFE LTD.,376840-41531,2280,"$3,159,461.50 ","1,000,000","65,944,291",180,25,1180262,NYSE,NYSE,14,"14,500,000",S1,14,14.72
10/4/13,PBPB,POTBELLY CORP,381367-73366,5000,"$3,676,761.00 ","150,131","28,006,535",180,40,1195734,NASDAQ National Market,NASDAQ,14,"7,500,000",S1,14,30.44
11/6/03,PHRM,PHARMION CORP,384426-35047,166,"$1,400,000.00 ",--,"23,929,223",180,25,1203866,NASDAQ National Market,NASDAQ,14,"6,000,000",S1,14,14
12/18/03,TPX,SOMNIGROUP INTERNATIONAL INC.,385653-36026,1000,"$2,000,000.00 ","12,500,000","97,266,520",180,25,1206264,NYSE,NYSE,14,"18,750,000",S1,14,15.5
8/3/07,VRTU,VIRTUSA CORP,386130-54051,3576,"$4,200,000.00 ","4,400,000","22,826,867",180,25,1207074,NASDAQ National Market,NASDAQ,14,"4,400,000",S1,14,11.86
10/28/04,FOXH,"FOXHOLLOW TECHNOLOGIES, INC.",394907-40861,217,"$1,900,000.00 ",--,"22,088,321",180,25,1217688,NASDAQ National Market,NASDAQ,14,"4,500,000",S1,14,20.4
11/25/03,CONN,CONNS INC,596622-35577,1890,"$1,233,000.00 ","150,000","22,412,040",180,27,1223389,NASDAQ National Market,NASDAQ,14,"4,150,000",S1,14,15.04
9/25/03,REDE,REDENVELOPE INC,411238-34114,107,"$1,227,917.00 ",--,"8,504,568",180,25,1236038,NASDAQ National Market,NASDAQ,14,"2,200,000",S1,14,14.55
11/14/18,VAPO,VAPOTHERM INC,416915-88162,298,"$3,040,000.00 ",--,"16,732,925",180,40,1253176,NYSE,NYSE,14,"4,000,000",S1,14,16
11/12/03,MRLN,MARLIN BUSINESS SERVICES CORP,593842-35300,212,"$1,760,000.00 ","1,286,733","10,745,622",180,26,1260968,NASDAQ National Market,NASDAQ,14,"4,400,000",S1,14,16.15
9/19/19,XGN,EXAGEN INC.,612572-90449,144,"$2,300,000.00 ",--,"11,494,770",180,40,1274737,NASDAQ Global,NASDAQ,14,"3,600,000",S1,14,18.58
7/9/04,AFFM,AFFIRMATIVE INSURANCE HOLDINGS INC,627946-38439,1105,"$1,550,000.00 ","3,750,000","16,091,883",180,25,1282543,NASDAQ National Market,NASDAQ,14,"8,170,000",S1,14,14.02
7/13/04,DPZ,DOMINOS PIZZA INC,631090-38914,13300,"$3,000,000.00 ","14,846,929","68,653,626",180,27,1286681,NYSE,NYSE,14,"24,221,929",S1,14,13.5
7/16/04,QCCO,"QC Holdings, Inc.",634601-39384,1013,"$1,359,357.00 ",--,"20,371,000",180,25,1289505,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,15.2
11/2/07,TNDM,"Inteliquent, Inc.",638287-53079,122,"$2,400,000.00 ","399,928","29,569,664",180,25,1292653,NASDAQ National Market,NASDAQ,14,"6,649,928",S1,14,20.28
6/9/05,LHCG,"LHC Group, Inc",656239-42247,2554,"$2,785,518.00 ","1,300,000","16,591,870",180,25,1303313,NASDAQ National Market,NASDAQ,14,"4,800,000",S1,14,17.1
4/12/13,RALY,Rally Software Development Corp,660534-71967,360,"$2,500,000.00 ",--,"22,744,329",180,40,1313911,NYSE,NYSE,14,"6,000,000",S1,14,17.81
2/1/06,KOP,Koppers Holdings Inc.,664424-46410,2029,"$1,511,325.50 ","1,300,000","20,714,192",180,26,1315257,NYSE,NYSE,14,"10,000,000",S1,14,15.75
7/27/05,PEC,Pike Corp,670779-44123,6700,"$4,250,000.00 ","3,500,000","31,832,864",180,26,1317577,NYSE,NYSE,14,"13,500,000",S1,14,14.36
6/16/05,EVVV,ev3 Inc.,669511-43974,803,"$3,675,000.00 ",--,"50,638,503",180,25,1318310,NASDAQ National Market,NASDAQ,14,"11,765,000",S1,14,14.15
5/18/05,CTRN,Citi Trends Inc,665794-43511,1800,"$1,550,000.00 ","1,150,000","11,995,000",180,26,1318484,NASDAQ National Market,NASDAQ,14,"3,850,000",S1,14,15.7
9/23/05,GCA,Everi Holdings Inc.,668223-43769,290,"$1,491,442.00 ","7,064,157","80,500,000",180,25,1318568,NYSE,NYSE,14,"16,064,157",S1,14,14.96
8/3/05,RUTX,"Republic Companies Group, Inc.",673345-44522,319,"$1,658,536.00 ",--,"14,022,422",180,26,1320092,NASDAQ National Market,NASDAQ,14,"6,000,000",S1,14,14.15
6/23/05,EGLE,Eagle Bulk Shipping Inc.,669389-43953,0,"$2,300,000.00 ",--,"27,150,000",180,25,1322439,NASDAQ National Market,NASDAQ,14,"14,400,000",S1,14,13.5
5/11/07,SLH,"SOLERA HOLDINGS, INC",671225-53373,2136,"$8,349,980.00 ","7,050,000","64,982,010",180,25,1324245,NYSE,NYSE,16,"26,250,000",S1,14,14.35
11/1/06,SONA,Primis Financial Corp.,672467-51034,31,"$300,000.00 ",--,"5,286,000",180,26,1325670,NASDAQ National Market,NASDAQ,14,"1,786,000",S1,14,16.35
3/11/11,MX,MagnaChip Semiconductor CORP,672432-63611,3337,"$10,799,825.00 ","8,550,000","39,351,985",180,40,1325702,NYSE,NYSE,14,"9,500,000",S1,14,14.01
7/29/05,GGXY,"Golf Galaxy, Inc.",674272-44663,1440,"$1,175,000.00 ","950,000","10,636,436",180,25,1327098,NASDAQ National Market,NASDAQ,14,"3,950,000",S1,14,18.61
11/22/05,TRX,TRONOX INC,676203-44935,2150,"$3,390,500.00 ",--,"22,889,431",180,27,1328910,NYSE,NYSE,14,"17,480,000",S1,14,14.3
12/15/06,USBE,US BioEnergy Corp,679293-51029,220,"$4,527,600.00 ",--,"66,234,433",180,25,1332341,NASDAQ National Market,NASDAQ,14,"10,000,000",S1,14,15.4
9/29/05,CBOU,"Caribou Coffee Company, Inc.",680092-45528,4933,"$1,900,000.00 ",--,"19,262,086",180,25,1332602,NASDAQ National Market,NASDAQ,14,"5,358,000",S1,14,13
10/13/06,EHTH,"eHealth, Inc.",706368-49603,320,"$4,000,000.00 ",--,"20,948,545",180,25,1333493,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,22.9
12/16/05,EMS,Emergency Medical Services L.P.,681549-45747,18500,--,--,"9,248,325",180,25,1334544,NYSE,NYSE,14,"8,100,000",S1,14,13.1
5/7/15,LIFE,aTYR PHARMA INC,686434-78065,49,"$3,400,000.00 ",--,"22,549,739",180,40,1339970,NASDAQ National Market,NASDAQ,14,"5,360,000",S1,14,14.95
2/2/07,MIPI,"Molecular Insight Pharmaceuticals, Inc.",690345-47235,37,"$3,183,786.00 ",--,"24,639,622",180,25,1340752,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,14.09
2/14/19,AVDR,AVEDRO INC,689747-88787,122,"$3,789,451.00 ",--,"17,060,631",180,40,1343304,NASDAQ Global,NASDAQ,14,"5,000,000",S1,14,12.29
5/18/06,EQ,Embarq CORP,696845-49497,14500,"$200,000.00 ",--,--,180,25,1350031,NYSE,NYSE,24.47,"3,500",S1,14,14
6/28/06,PGTI,"PGT Innovations, Inc.",702015-48957,2400,"$1,500,000.00 ",--,"24,573,012",180,26,1354327,NASDAQ National Market,NASDAQ,14,"8,823,529",S1,14,15.5
6/1/06,CTCM,"CTC Media, Inc.",701422-48886,957,"$2,250,000.00 ","17,518,709","150,786,604",180,25,1354513,NASDAQ National Market,NASDAQ,14,"24,709,389",S1,14,17
3/28/14,EVDY,"Everyday Health, Inc.",704497-74708,520,"$3,000,000.00 ","1,790,000","29,678,020",180,40,1358483,NYSE,NYSE,14,"7,150,000",S1,14,13.5
2/13/14,CNCE,"CONCERT PHARMACEUTICALS, INC.",713779-74408,43,"$3,100,000.00 ",--,"17,218,121",180,40,1367920,NASDAQ National Market,NASDAQ,14,"6,000,000",S1,14,14.18
3/22/13,MRIN,MARIN SOFTWARE INC,733810-71826,424,"$2,900,000.00 ",--,"30,911,322",180,40,1389002,NYSE,NYSE,14,"7,500,000",S1,14,16.26
8/2/07,G,Genpact LTD,743789-54537,26500,"$9,000,000.00 ","17,647,059","206,405,587",180,25,1398659,NYSE,NYSE,14,"35,294,118",S1,14,16.75
11/16/07,PAR,3PAR Inc.,754376-55748,370,"$2,700,000.00 ",--,"60,015,700",180,25,1408501,NYSE,NYSE,14,"7,500,000",S1,14,15.75
11/15/07,RBCN,"Rubicon Technology, Inc.",755961-55997,127,--,"1,200,000","19,239,637",180,25,1410172,NASDAQ National Market,NASDAQ,14,"6,700,000",S1,14,17.5
6/18/08,RHIE,"RHI Entertainment, Inc.",756827-56116,92,"$6,400,000.00 ",--,"15,525,100",180,26,1410637,NASDAQ National Market,NASDAQ,14,"13,500,000",S1,14,13.5
4/12/18,ZUO,ZUORA INC,767443-86323,933,"$4,300,000.00 ",--,"11,000,000",180,40,1423774,NYSE,NYSE,14,"11,000,000",S1,14,20
10/2/09,ECHO,"Echo Global Logistics, Inc.",777083-58222,553,"$4,500,000.00 ",--,"21,493,655",180,25,1426945,NASDAQ National Market,NASDAQ,14,"5,700,000",S1,14,14.06
7/31/14,HQY,"HEALTHEQUITY, INC.",771871-75682,381,"$2,824,295.00 ",--,"49,596,105",180,40,1428336,NASDAQ National Market,NASDAQ,14,"9,100,000",S1,14,17.6
9/28/17,ROKU,"ROKU, INC",772030-84648,696,"$4,000,000.00 ","6,668,000","15,668,000",180,40,1428439,NASDAQ Global Select,NASDAQ,14,"15,668,000",S1,14,23.5
6/19/14,ARDX,"ARDELYX, INC.",780538-75487,37,"$3,400,000.00 ",--,"17,886,167",180,40,1437402,NASDAQ National Market,NASDAQ,14,"4,286,000",S1,14,14.11
11/14/13,TNDM,TANDEM DIABETES CARE INC,781334-73675,307,"$2,943,000.00 ",--,"21,378,095",180,40,1438133,NASDAQ National Market,NASDAQ,15,"8,000,000",S1,14,20.28
5/13/10,RRTS,"Roadrunner Transportation Systems, Inc.",783787-58963,925,"$2,100,000.00 ","1,600,644","29,542,563",180,25,1440024,NYSE,NYSE,14,"10,600,644",S1,14,13.75
6/25/15,GNRT,Euronav MI II Inc.,786764-78507,35,"$5,770,748.00 ",--,"79,990,335",180,40,1443799,NYSE,NYSE,14,"15,000,000",S1,14,13.1
12/12/14,WK,WORKIVA INC,787804-76751,949,"$3,000,000.00 ",--,"27,097,876",180,40,1445305,NYSE,NYSE,14,"7,200,000",S1,14,13.75
6/22/16,SELB,"Cartesian Therapeutics, Inc.",795595-80972,54,"$3,900,000.00 ",--,"17,899,586",180,40,1453687,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,14
6/25/09,MDSO,"Medidata Solutions, Inc.",796438-60220,549,"$6,104,381.00 ",--,"22,353,696",180,25,1453814,NASDAQ National Market,NASDAQ,14,"6,300,000",S1,14,17
6/19/15,MB,"MINDBODY, Inc.",801507-78395,1100,"$3,788,833.00 ",--,"7,150,000",180,40,1458962,NASDAQ National Market,NASDAQ,14,"7,150,000",S1,14,11.56
6/26/15,ALRM,"Alarm.com Holdings, Inc.",800536-78513,437,"$4,600,000.00 ",--,"44,846,440",180,40,1459200,NASDAQ National Market,NASDAQ,14,"7,000,000",S1,14,16.88
5/9/13,RCPT,"Receptos, Inc.",805394-72192,36,"$2,825,000.00 ",--,"17,604,643",180,40,1463729,NASDAQ National Market,NASDAQ,14,"5,200,000",S1,14,14
4/22/16,SCWX,SecureWorks Corp,808846-80010,2047,"$7,100,000.00 ",--,"10,671,149",180,40,1468666,NASDAQ National Market,NASDAQ,14,"8,000,000",S1,14,14
8/5/15,RUN,SunRun Inc.,809809-78799,1700,"$7,000,000.00 ","417,732","96,973,895",180,40,1469367,NASDAQ National Market,NASDAQ,14,"17,900,000",S1,14,10.77
3/10/10,BALT,Baltic Trading Ltd,813657-62314,0,"$4,150,000.00 ",--,"16,766,000",180,26,1474042,NYSE,NYSE,14,"16,300,000",S1,14,13.96
6/17/10,OAS,Chord Energy Corp,823087-63482,35,"$4,000,000.00 ","11,630,000","92,215,295",180,25,1486159,NYSE,NYSE,14,"42,000,000",S1,14,14.88
7/29/10,MCP,"Molycorp, Inc.",826190-63907,130,"$2,316,689.00 ",--,"81,250,000",180,40,1489137,NYSE,NYSE,14,"28,125,000",S1,14,12.85
4/11/12,EAC,ERICKSON INC.,828320-64139,700,"$4,399,661.00 ",--,"9,602,970",180,40,1490165,NASDAQ National Market,NASDAQ,8,"4,800,000",S1,14,14.55
11/9/17,APLS,"Apellis Pharmaceuticals, Inc.",829080-84985,28,"$2,313,233.00 ",--,"49,256,937",180,40,1492422,NASDAQ Global Select,NASDAQ,14,"10,714,000",S1,14,14.03
10/21/10,BBRG,"FoodFirst Global Restaurants, Inc.",832196-64618,8000,"$2,750,000.00 ","5,000,000","19,250,000",180,40,1495479,NASDAQ National Market,NASDAQ,14,"10,000,000",S1,14,15.9
12/2/10,FXCM,"Global Brokerage, Inc.",836552-65098,657,"$6,800,000.00 ",--,"15,060,000",180,40,1499912,NYSE,NYSE,14,"15,060,000",S1,14,14.85
2/29/12,HLSS,"HOME LOAN SERVICING SOLUTIONS, LTD.",848844-66445,15,"$3,860,000.00 ",--,"14,067,618",180,40,1513161,NASDAQ National Market,NASDAQ,14,"13,333,333",S1,14,13.56
3/8/12,NSM,Nationstar Mortgage Holdings Inc.,855544-67149,2599,"$3,802,940.00 ",--,"86,666,667",180,40,1520566,NYSE,NYSE,14,"16,666,667",S1,14,14.25
6/25/15,LNTH,"Lantheus Holdings, Inc.",937843-75822,521,"$4,101,000.00 ",--,"29,360,653",180,40,1521036,NASDAQ National Market,NASDAQ,6,"10,833,334",S1,14,11.56
5/11/12,IRG,"Ignite Restaurant Group, Inc.",861014-67789,10900,"$2,628,610.00 ","196,528","24,750,929",180,40,1526796,NASDAQ National Market,NASDAQ,14,"5,769,231",S1,14,17.13
6/27/17,ESQ,"Esquire Financial Holdings, Inc.",873795-83849,50,"$1,577,998.00 ","563,873","6,857,030",180,41,1531031,NASDAQ Capital,NASDAQ,14,"2,363,873",S1,14,15.25
7/26/12,NTI,Northern Tier Energy LP,869591-68800,2667,"$9,000,000.00 ",--,"73,532,000",180,40,1533454,NYSE,NYSE,14,"16,250,000",S1,14,14.16
4/17/13,FWM,Fairway Group Holdings Corp,890051-70840,4200,"$4,240,000.00 ","242,368","25,811,608",180,40,1555492,NASDAQ National Market,NASDAQ,13,"13,650,000",S1,14,17.35
2/8/13,HIIQ,"Benefytt Technologies, Inc.",895671-71446,51,"$2,505,764.00 ",--,"4,666,667",180,40,1561387,NASDAQ National Market,NASDAQ,14,"4,666,667",S1,14,13.7
6/2/16,NH,"NantHealth, Inc.",897337-80838,864,"$6,953,245.00 ",--,"120,732,690",180,40,1566469,NASDAQ National Market,NASDAQ,14,"6,500,000",S1,14,18.59
7/19/13,DRII,"Diamond Resorts International, Inc.",908692-72784,5854,"$3,500,000.00 ","1,500,000","73,294,118",180,40,1566897,NYSE,NYSE,14,"15,500,000",S1,14,16.15
8/9/13,STCK,"BMC STOCK HOLDINGS, INC.",908837-72803,2557,"$2,250,000.00 ","2,588,235","26,064,373",180,40,1574815,NASDAQ National Market,NASDAQ,14,"7,000,000",S1,14,14.43
9/20/13,MYCC,"ClubCorp Holdings, Inc.",910644-73010,14800,"$4,500,000.00 ","4,800,000","63,769,730",180,40,1577095,NYSE,NYSE,14,"18,000,000",S1,14,14.5
11/8/13,JGW,J.G. Wentworth Co,917221-73672,346,"$6,100,000.00 ",--,"9,757,858",180,40,1580185,NYSE,NYSE,14,"9,750,000",S1,14,12.82
10/31/18,TWST,Twist Bioscience Corp,910692-88046,221,"$3,463,402.00 ",--,"26,609,991",180,40,1581280,NASDAQ Global Select,NASDAQ,14,"5,000,000",S1,14,14
1/31/14,MBUU,"MALIBU BOATS, INC.",922316-74193,408,"$2,263,362.00 ","399,114","10,155,578",180,40,1590976,NASDAQ National Market,NASDAQ,14,"7,142,858",S1,14,17.75
2/5/14,CBPX,"Continental Building Products, Inc.",923137-74289,470,"$2,584,388.00 ","1,764,750","44,069,000",180,40,1592480,NYSE,NYSE,14,"11,765,000",S1,14,15.19
7/1/14,ISTR,Investar Holding Corp,935042-75456,171,"$1,435,296.00 ",--,"6,820,029",180,41,1602658,NASDAQ National Market,NASDAQ,14,"2,875,000",S1,14,14.2
11/17/17,SCPH,scPharmaceuticals Inc.,931703-85074,28,"$2,142,000.00 ",--,"17,610,151",180,40,1604950,NASDAQ Global Select,NASDAQ,14,"6,400,000",S1,14,14.1
10/9/14,OMAM,BrightSphere Investment Group plc,938270-75870,1115,"$10,670,412.00 ","22,000,000","120,000,000",180,40,1611702,NYSE,NYSE,14,"22,000,000",S1,14,13.95
11/20/14,NEOT,"Evofem Biosciences, Inc.",947513-76746,10,"$3,000,000.00 ",--,"13,620,148",180,40,1618835,NASDAQ National Market,NASDAQ,14,"4,650,000",S1,14,12
1/16/15,PN,"Patriot National, Inc.",952352-77234,650,"$3,030,000.00 ","965,700","26,390,415",180,40,1619917,NYSE,NYSE,14,"8,315,700",S1,14,13.5
8/5/15,ZYNE,"Zynerba Pharmaceuticals, Inc.",946800-78846,7,"$2,800,000.00 ",--,"8,733,963",180,40,1621443,NASDAQ National Market,NASDAQ,14,"3,000,000",S1,14,16.25
11/2/17,ALNA,"Allena Pharmaceuticals, Inc.",949445-84949,27,"$3,000,000.00 ",--,"20,621,848",180,40,1624658,NASDAQ Global Select,NASDAQ,14,"5,333,333",S1,14,9.98
6/17/15,NVLS,"ALPINE IMMUNE SCIENCES, INC.",950789-78422,24,"$3,501,472.00 ",--,"14,626,683",180,40,1626199,NASDAQ National Market,NASDAQ,14,"5,500,000",S1,14,14.92
3/10/17,PSDO,"Presidio, Inc.",957998-82160,2800,"$5,000,000.00 ",--,"88,611,044",180,40,1631825,NASDAQ Global Select,NASDAQ,14,"16,666,666",S1,14,14.25
11/11/15,VYGR,"Voyager Therapeutics, Inc.",963623-79558,49,"$2,050,000.00 ",--,"26,034,710",180,40,1640266,NASDAQ National Market,NASDAQ,14,"5,000,000",S1,14,17.75
10/19/16,CRSP,CRISPR Therapeutics AG,1003137-81677,77,"$3,750,000.00 ",--,"39,360,634",180,40,1674416,NASDAQ Global,NASDAQ,14,"4,000,000",S1,14,14.09
2/10/17,FBM,"Foundation Building Materials, Inc.",1012734-82595,3401,"$8,000,000.00 ",--,"42,774,239",180,40,1688941,NYSE,NYSE,14,"12,800,000",S1,14,15.5
3/24/17,AYX,"Alteryx, Inc.",1016440-82910,424,"$3,000,000.00 ",--,"9,000,000",180,40,1689923,NYSE,NYSE,14,"9,000,000",S1,14,15.5
12/15/17,NMRK,"NEWMARK GROUP, INC.",1035614-85075,4600,"$8,743,996.00 ",--,"135,593,786",180,40,1690680,NASDAQ Global Select,NASDAQ,14,"20,000,000",S1,14,13.95
4/21/17,WTTR,"Select Water Solutions, Inc.",1011376-82969,1700,"$2,750,000.00 ",--,"12,777,970",180,40,1693256,NYSE,NYSE,14,"8,700,000",S1,14,14.02
11/2/17,SPRO,"Spero Therapeutics, Inc.",1018628-84950,29,"$3,300,000.00 ",--,"13,397,684",180,40,1701108,NASDAQ Global Select,NASDAQ,14,"5,500,000",S1,14,11.5
10/3/19,FREQ,"Korro Bio, Inc.",1020762-90551,39,"$2,700,000.00 ",--,"30,454,280",180,40,1703647,NASDAQ Global Select,NASDAQ,14,"6,000,000",S1,14,13.7
5/23/18,EVOP,"EVO Payments, Inc.",1051811-86654,2000,"$10,000,000.00 ","666,667","15,141,970",180,40,1704596,NASDAQ Global Select,NASDAQ,16,"14,000,000",S1,14,19.02
2/8/19,HARP,"Harpoon Therapeutics, Inc.",1025155-88686,45,"$4,369,167.00 ",--,"23,909,025",180,40,1708493,NASDAQ Global Select,NASDAQ,14,"5,400,000",S1,14,13.5
12/7/17,CURO,CURO Group Holdings Corp.,1035624-85077,4200,"$4,478,022.00 ",--,"44,561,419",180,40,1711291,NYSE,NYSE,14,"6,666,667",S1,14,14.2
5/17/19,AVTR,"Avantor, Inc.",1041057-88910,12000,"$10,400,000.00 ",100,"534,293,808",180,40,1722482,NYSE,NYSE,14,"207,000,000",S1,14,14.5
5/24/18,SRRK,Scholar Rock Holding Corp,1041904-86682,50,"$2,300,000.00 ",--,"24,440,536",180,40,1727196,NASDAQ Global Select,NASDAQ,14,"5,360,000",S1,14,15.5
9/27/18,UROV,Urovant Sciences Ltd.,1058990-87363,0,"$2,300,000.00 ",--,"30,025,098",180,40,1740547,NASDAQ Global Select,NASDAQ,14,"10,000,000",S1,14,11.65
10/12/18,EQ,"Equillium, Inc.",1064438-87913,7,"$2,100,000.00 ",--,"16,752,658",180,40,1746466,NASDAQ Global,NASDAQ,14,"4,670,000",S1,14,14
1/31/19,NFE,New Fortress Energy Inc.,1069254-88349,147,"$6,300,000.00 ",--,"20,000,000",180,40,1749723,NASDAQ Global Select,NASDAQ,14,"20,000,000",S1,14,13.07
4/18/19,HOOK,HOOKIPA Pharma Inc.,1078744-89261,78,"$3,300,000.00 ",--,"21,588,756",180,40,1760542,NASDAQ Global Select,NASDAQ,14,"6,000,000",S1,14,14
5/23/19,BCYC,BICYCLE THERAPEUTICS PLC,1083922-89538,61,"$3,370,000.00 ",--,"4,333,333",180,40,1761612,NASDAQ Global Select,NASDAQ,14,"4,333,333",S1,14,12
